time
1900-01-01 00:00:11.497
1900-01-01 00:00:12.270
1900-01-01 00:00:13.383
1900-01-01 00:00:12.140
1900-01-01 00:00:11.963
1900-01-01 00:00:11.967
1900-01-01 00:00:12.017
1900-01-01 00:00:12.027
1900-01-01 00:00:12.260
1900-01-01 00:00:11.757
1900-01-01 00:00:13.610
1900-01-01 00:00:12.033
1900-01-01 00:00:13.590
1900-01-01 00:00:12.030
1900-01-01 00:00:11.927
1900-01-01 00:00:12.360
1900-01-01 00:00:11.920
1900-01-01 00:00:11.903
1900-01-01 00:00:12.733
1900-01-01 00:00:11.727
1900-01-01 00:00:11.953
1900-01-01 00:00:11.957
1900-01-01 00:00:12.020
1900-01-01 00:00:11.873
1900-01-01 00:00:12.667
1900-01-01 00:00:11.653
1900-01-01 00:00:13.690
1900-01-01 00:00:11.827
1900-01-01 00:00:12.113
1900-01-01 00:00:12.510
1900-01-01 00:00:12.187
1900-01-01 00:00:13.320
1900-01-01 00:00:13.277
1900-01-01 00:00:13.113
1900-01-01 00:00:12.787
1900-01-01 00:00:11.487
1900-01-01 00:00:12.133
1900-01-01 00:00:12.113
1900-01-01 00:00:12.660
1900-01-01 00:00:13.077
1900-01-01 00:00:12.120
1900-01-01 00:00:12.850
1900-01-01 00:00:12.227
1900-01-01 00:00:12.970
1900-01-01 00:00:11.887
1900-01-01 00:00:13.573
1900-01-01 00:00:13.490
1900-01-01 00:00:12.540
1900-01-01 00:00:13.260
1900-01-01 00:00:12.480
1900-01-01 00:00:14.450
1900-01-01 00:00:12.157
1900-01-01 00:00:11.507
1900-01-01 00:00:11.980
1900-01-01 00:00:12.053
1900-01-01 00:00:13.377
1900-01-01 00:00:12.193
1900-01-01 00:00:11.567
1900-01-01 00:00:12.543
1900-01-01 00:00:11.990
1900-01-01 00:00:12.263
1900-01-01 00:00:12.020
1900-01-01 00:00:12.113
1900-01-01 00:00:12.230
1900-01-01 00:00:12.333
1900-01-01 00:00:12.783
1900-01-01 00:00:11.607
1900-01-01 00:00:11.863
1900-01-01 00:00:11.687
1900-01-01 00:00:12.140
1900-01-01 00:00:13.133
1900-01-01 00:00:12.290
1900-01-01 00:00:11.850
1900-01-01 00:00:12.107
1900-01-01 00:00:13.287
1900-01-01 00:00:11.940
1900-01-01 00:00:13.293
1900-01-01 00:00:12.627
1900-01-01 00:00:11.880
1900-01-01 00:00:11.647
1900-01-01 00:00:11.757
1900-01-01 00:00:11.610
1900-01-01 00:00:12.320
1900-01-01 00:00:12.247
1900-01-01 00:00:12.907
1900-01-01 00:00:13.713
1900-01-01 00:00:11.763
1900-01-01 00:00:11.673
1900-01-01 00:00:11.920
1900-01-01 00:00:12.463
1900-01-01 00:00:11.783
1900-01-01 00:00:12.917
1900-01-01 00:00:12.240
1900-01-01 00:00:12.540
1900-01-01 00:00:13.097
1900-01-01 00:00:11.990
1900-01-01 00:00:12.107
1900-01-01 00:00:11.803
1900-01-01 00:00:12.023
1900-01-01 00:00:11.730
