time
1900-01-01 00:00:12.537
1900-01-01 00:00:13.470
1900-01-01 00:00:12.257
1900-01-01 00:00:12.413
1900-01-01 00:00:12.957
1900-01-01 00:00:13.350
1900-01-01 00:00:13.807
1900-01-01 00:00:13.500
1900-01-01 00:00:13.043
1900-01-01 00:00:13.423
1900-01-01 00:00:13.543
1900-01-01 00:00:13.510
1900-01-01 00:00:13.947
1900-01-01 00:00:13.940
1900-01-01 00:00:12.503
1900-01-01 00:00:13.960
1900-01-01 00:00:13.777
1900-01-01 00:00:13.670
1900-01-01 00:00:13.353
1900-01-01 00:00:12.263
1900-01-01 00:00:13.423
1900-01-01 00:00:13.757
1900-01-01 00:00:12.800
1900-01-01 00:00:12.963
1900-01-01 00:00:12.210
1900-01-01 00:00:13.480
1900-01-01 00:00:12.877
1900-01-01 00:00:12.013
1900-01-01 00:00:13.480
1900-01-01 00:00:12.390
1900-01-01 00:00:12.467
1900-01-01 00:00:12.330
1900-01-01 00:00:12.937
1900-01-01 00:00:12.233
1900-01-01 00:00:12.637
1900-01-01 00:00:13.263
1900-01-01 00:00:12.717
1900-01-01 00:00:14.003
1900-01-01 00:00:12.503
1900-01-01 00:00:14.880
1900-01-01 00:00:12.977
1900-01-01 00:00:13.977
1900-01-01 00:00:13.227
1900-01-01 00:00:12.270
1900-01-01 00:00:13.023
1900-01-01 00:00:13.643
1900-01-01 00:00:12.193
1900-01-01 00:00:12.117
1900-01-01 00:00:12.173
1900-01-01 00:00:14.513
1900-01-01 00:00:14.803
1900-01-01 00:00:12.480
1900-01-01 00:00:13.097
1900-01-01 00:00:12.647
1900-01-01 00:00:14.237
1900-01-01 00:00:12.240
1900-01-01 00:00:13.460
1900-01-01 00:00:13.977
1900-01-01 00:00:12.460
1900-01-01 00:00:11.980
1900-01-01 00:00:13.627
1900-01-01 00:00:12.950
1900-01-01 00:00:12.107
1900-01-01 00:00:13.933
1900-01-01 00:00:13.440
1900-01-01 00:00:13.860
1900-01-01 00:00:13.700
1900-01-01 00:00:12.453
1900-01-01 00:00:12.360
1900-01-01 00:00:11.987
1900-01-01 00:00:14.140
1900-01-01 00:00:14.023
1900-01-01 00:00:13.703
1900-01-01 00:00:13.083
1900-01-01 00:00:13.780
1900-01-01 00:00:13.500
1900-01-01 00:00:13.793
1900-01-01 00:00:12.957
1900-01-01 00:00:13.440
1900-01-01 00:00:13.007
1900-01-01 00:00:12.473
1900-01-01 00:00:13.090
1900-01-01 00:00:12.750
1900-01-01 00:00:12.713
1900-01-01 00:00:13.367
1900-01-01 00:00:13.297
1900-01-01 00:00:12.303
1900-01-01 00:00:12.733
1900-01-01 00:00:12.557
1900-01-01 00:00:12.057
1900-01-01 00:00:13.330
1900-01-01 00:00:13.890
1900-01-01 00:00:14.397
1900-01-01 00:00:13.187
1900-01-01 00:00:12.983
1900-01-01 00:00:12.427
1900-01-01 00:00:12.417
1900-01-01 00:00:13.070
1900-01-01 00:00:12.387
1900-01-01 00:00:13.180
