time
1900-01-01 00:00:12.907
1900-01-01 00:00:12.113
1900-01-01 00:00:12.443
1900-01-01 00:00:13.420
1900-01-01 00:00:11.763
1900-01-01 00:00:12.367
1900-01-01 00:00:13.877
1900-01-01 00:00:13.917
1900-01-01 00:00:12.530
1900-01-01 00:00:12.997
1900-01-01 00:00:12.663
1900-01-01 00:00:13.197
1900-01-01 00:00:13.633
1900-01-01 00:00:13.907
1900-01-01 00:00:13.307
1900-01-01 00:00:12.577
1900-01-01 00:00:12.910
1900-01-01 00:00:12.520
1900-01-01 00:00:13.350
1900-01-01 00:00:13.757
1900-01-01 00:00:12.533
1900-01-01 00:00:13.693
1900-01-01 00:00:12.460
1900-01-01 00:00:12.443
1900-01-01 00:00:12.303
1900-01-01 00:00:11.210
1900-01-01 00:00:12.360
1900-01-01 00:00:12.270
1900-01-01 00:00:11.690
1900-01-01 00:00:12.343
1900-01-01 00:00:11.977
1900-01-01 00:00:11.463
1900-01-01 00:00:11.727
1900-01-01 00:00:13.083
1900-01-01 00:00:12.210
1900-01-01 00:00:12.573
1900-01-01 00:00:12.670
1900-01-01 00:00:12.733
1900-01-01 00:00:12.490
1900-01-01 00:00:13.563
1900-01-01 00:00:12.727
1900-01-01 00:00:12.363
1900-01-01 00:00:11.717
1900-01-01 00:00:12.050
1900-01-01 00:00:12.923
1900-01-01 00:00:12.773
1900-01-01 00:00:12.023
1900-01-01 00:00:12.403
1900-01-01 00:00:12.347
1900-01-01 00:00:13.390
1900-01-01 00:00:13.223
1900-01-01 00:00:12.133
1900-01-01 00:00:12.083
1900-01-01 00:00:12.393
1900-01-01 00:00:13.457
1900-01-01 00:00:12.707
1900-01-01 00:00:13.410
1900-01-01 00:00:13.287
1900-01-01 00:00:12.583
1900-01-01 00:00:13.470
1900-01-01 00:00:12.400
1900-01-01 00:00:11.603
1900-01-01 00:00:12.100
1900-01-01 00:00:12.100
1900-01-01 00:00:12.520
1900-01-01 00:00:12.247
1900-01-01 00:00:11.893
1900-01-01 00:00:10.420
1900-01-01 00:00:13.480
1900-01-01 00:00:13.493
1900-01-01 00:00:11.910
1900-01-01 00:00:13.557
1900-01-01 00:00:12.680
1900-01-01 00:00:13.323
1900-01-01 00:00:12.183
1900-01-01 00:00:11.463
1900-01-01 00:00:13.043
1900-01-01 00:00:12.547
1900-01-01 00:00:12.223
1900-01-01 00:00:11.843
1900-01-01 00:00:12.277
1900-01-01 00:00:11.593
1900-01-01 00:00:12.607
1900-01-01 00:00:12.483
1900-01-01 00:00:13.230
1900-01-01 00:00:12.943
1900-01-01 00:00:12.173
1900-01-01 00:00:13.063
1900-01-01 00:00:12.047
1900-01-01 00:00:11.530
1900-01-01 00:00:13.627
1900-01-01 00:00:12.577
1900-01-01 00:00:12.550
1900-01-01 00:00:11.540
1900-01-01 00:00:11.960
1900-01-01 00:00:13.080
1900-01-01 00:00:11.190
1900-01-01 00:00:12.200
1900-01-01 00:00:11.240
1900-01-01 00:00:11.860
