time
1900-01-01 00:00:16.880
1900-01-01 00:00:13.833
1900-01-01 00:00:12.213
1900-01-01 00:00:12.353
1900-01-01 00:00:11.940
1900-01-01 00:00:12.113
1900-01-01 00:00:13.130
1900-01-01 00:00:11.710
1900-01-01 00:00:10.950
1900-01-01 00:00:11.217
1900-01-01 00:00:11.720
1900-01-01 00:00:11.567
1900-01-01 00:00:11.750
1900-01-01 00:00:12.373
1900-01-01 00:00:12.840
1900-01-01 00:00:13.013
1900-01-01 00:00:11.473
1900-01-01 00:00:11.360
1900-01-01 00:00:11.750
1900-01-01 00:00:10.983
1900-01-01 00:00:11.590
1900-01-01 00:00:11.030
1900-01-01 00:00:11.623
1900-01-01 00:00:13.610
1900-01-01 00:00:11.720
1900-01-01 00:00:11.613
1900-01-01 00:00:11.863
1900-01-01 00:00:11.277
1900-01-01 00:00:11.500
1900-01-01 00:00:11.230
1900-01-01 00:00:10.833
1900-01-01 00:00:12.197
1900-01-01 00:00:12.123
1900-01-01 00:00:12.647
1900-01-01 00:00:12.863
1900-01-01 00:00:14.860
1900-01-01 00:00:13.103
1900-01-01 00:00:12.347
1900-01-01 00:00:11.797
1900-01-01 00:00:10.907
1900-01-01 00:00:11.320
1900-01-01 00:00:12.210
1900-01-01 00:00:11.843
1900-01-01 00:00:13.727
1900-01-01 00:00:11.523
1900-01-01 00:00:12.100
1900-01-01 00:00:11.523
1900-01-01 00:00:11.290
1900-01-01 00:00:11.500
1900-01-01 00:00:11.317
1900-01-01 00:00:12.020
1900-01-01 00:00:11.770
1900-01-01 00:00:11.593
1900-01-01 00:00:11.693
1900-01-01 00:00:11.400
1900-01-01 00:00:12.070
1900-01-01 00:00:11.370
1900-01-01 00:00:11.010
1900-01-01 00:00:11.623
1900-01-01 00:00:11.433
1900-01-01 00:00:11.130
1900-01-01 00:00:11.320
1900-01-01 00:00:11.857
1900-01-01 00:00:11.060
1900-01-01 00:00:12.017
1900-01-01 00:00:11.570
1900-01-01 00:00:11.550
1900-01-01 00:00:13.503
1900-01-01 00:00:12.043
1900-01-01 00:00:11.163
1900-01-01 00:00:11.730
1900-01-01 00:00:11.340
1900-01-01 00:00:12.320
1900-01-01 00:00:11.760
1900-01-01 00:00:13.093
1900-01-01 00:00:11.683
1900-01-01 00:00:13.727
1900-01-01 00:00:11.970
1900-01-01 00:00:12.507
1900-01-01 00:00:11.490
1900-01-01 00:00:13.150
1900-01-01 00:00:12.667
1900-01-01 00:00:11.740
1900-01-01 00:00:11.337
1900-01-01 00:00:11.657
1900-01-01 00:00:12.283
1900-01-01 00:00:11.670
1900-01-01 00:00:11.983
1900-01-01 00:00:11.593
1900-01-01 00:00:12.690
1900-01-01 00:00:11.263
1900-01-01 00:00:11.420
1900-01-01 00:00:11.810
1900-01-01 00:00:11.993
1900-01-01 00:00:11.473
1900-01-01 00:00:11.253
1900-01-01 00:00:10.763
1900-01-01 00:00:11.473
1900-01-01 00:00:11.820
1900-01-01 00:00:12.253
