time
1900-01-01 00:00:17.273
1900-01-01 00:00:13.227
1900-01-01 00:00:14.067
1900-01-01 00:00:13.777
1900-01-01 00:00:13.440
1900-01-01 00:00:14.010
1900-01-01 00:00:13.647
1900-01-01 00:00:12.850
1900-01-01 00:00:12.663
1900-01-01 00:00:12.533
1900-01-01 00:00:14.243
1900-01-01 00:00:12.830
1900-01-01 00:00:14.517
1900-01-01 00:00:12.360
1900-01-01 00:00:13.443
1900-01-01 00:00:13.553
1900-01-01 00:00:12.550
1900-01-01 00:00:12.737
1900-01-01 00:00:13.707
1900-01-01 00:00:13.343
1900-01-01 00:00:14.050
1900-01-01 00:00:13.427
1900-01-01 00:00:12.773
1900-01-01 00:00:12.613
1900-01-01 00:00:14.007
1900-01-01 00:00:13.937
1900-01-01 00:00:14.933
1900-01-01 00:00:14.127
1900-01-01 00:00:13.670
1900-01-01 00:00:15.557
1900-01-01 00:00:14.403
1900-01-01 00:00:13.670
1900-01-01 00:00:13.397
1900-01-01 00:00:12.533
1900-01-01 00:00:14.290
1900-01-01 00:00:13.510
1900-01-01 00:00:14.483
1900-01-01 00:00:13.937
1900-01-01 00:00:12.373
1900-01-01 00:00:13.983
1900-01-01 00:00:14.033
1900-01-01 00:00:12.220
1900-01-01 00:00:14.203
1900-01-01 00:00:12.800
1900-01-01 00:00:14.450
1900-01-01 00:00:13.220
1900-01-01 00:00:14.170
1900-01-01 00:00:13.773
1900-01-01 00:00:13.680
1900-01-01 00:00:14.120
1900-01-01 00:00:13.390
1900-01-01 00:00:12.753
1900-01-01 00:00:12.897
1900-01-01 00:00:13.580
1900-01-01 00:00:13.647
1900-01-01 00:00:12.303
1900-01-01 00:00:13.573
1900-01-01 00:00:12.450
1900-01-01 00:00:13.487
1900-01-01 00:00:13.157
1900-01-01 00:00:12.667
1900-01-01 00:00:13.860
1900-01-01 00:00:12.263
1900-01-01 00:00:13.617
1900-01-01 00:00:13.510
1900-01-01 00:00:12.650
1900-01-01 00:00:12.343
1900-01-01 00:00:12.880
1900-01-01 00:00:12.733
1900-01-01 00:00:13.990
1900-01-01 00:00:12.130
1900-01-01 00:00:14.157
1900-01-01 00:00:12.700
1900-01-01 00:00:12.430
1900-01-01 00:00:13.737
1900-01-01 00:00:12.527
1900-01-01 00:00:13.270
1900-01-01 00:00:12.317
1900-01-01 00:00:13.360
1900-01-01 00:00:12.980
1900-01-01 00:00:13.977
1900-01-01 00:00:13.020
1900-01-01 00:00:13.020
1900-01-01 00:00:13.197
1900-01-01 00:00:13.203
1900-01-01 00:00:13.257
1900-01-01 00:00:14.197
1900-01-01 00:00:13.443
1900-01-01 00:00:13.273
1900-01-01 00:00:13.057
1900-01-01 00:00:14.673
1900-01-01 00:00:13.713
1900-01-01 00:00:13.033
1900-01-01 00:00:13.730
1900-01-01 00:00:13.107
1900-01-01 00:00:13.770
1900-01-01 00:00:13.820
1900-01-01 00:00:13.557
1900-01-01 00:00:12.620
1900-01-01 00:00:14.040
